,code,score,abs_score,0,1,2,3,4,5
1,55,0.7488311261051354,0.49262957571753796,16.7,16.477492425029094,16.226598235430654,16.40884383064912,16.44905105990271,16.51803029049643
2,55,0.6887852996820085,0.4938240593719309,16.7,16.786535263061523,16.762969970703125,16.713666915893555,16.713172912597656,16.69316864013672
3,55,0.6536110609275592,0.49392113844693897,16.7,16.676591331824543,16.657922705389073,16.64010204494434,16.6225628434833,16.605701435518565
0,56,0.7882983907496647,0.49488753803648594,25.95,25.95,25.95,25.95,25.95,25.95
1,56,0.762053564563809,0.4936427118506306,25.95,25.60126249296443,25.774850649699417,25.70395092889117,25.65125882344539,25.737715696125157
2,56,0.7155833137635916,0.4948468796550649,25.95,25.868976593017578,25.864173889160156,25.870189666748047,25.906879425048828,25.9080753326416
3,56,0.738031423994248,0.4934577805833956,25.95,25.9973652120272,26.044310698145043,26.089363890060888,26.133163947153157,26.175174276254918
0,57,0.7930100684659289,0.49320386691554113,51.3,51.3,51.3,51.3,51.3,51.3
1,57,0.7378891596246326,0.49079613636881864,51.3,50.60937760304775,50.47741145412382,50.54008836630372,50.32499100850844,49.79433706341707
2,57,0.6887493355346829,0.4930129014261556,51.3,51.79533386230469,51.772972106933594,51.65946960449219,51.64486312866211,51.62786865234375
3,57,0.7161888387745792,0.49293302482109086,51.3,51.07948965971102,50.91723279906555,50.734394619129475,50.55198167317513,50.38252639585726
0,58,0.8198181206460673,0.49481812064606784,46.25,46.25,46.25,46.25,46.25,46.25
1,58,0.7171700337669517,0.49236383221656393,46.25,45.77313088840527,45.8564633234728,45.93834023665422,46.949817942695546,46.584369841035
2,58,0.6824035734807027,0.49500047270550895,46.25,45.98081588745117,46.0114631652832,46.008182525634766,46.00650405883789,45.87451171875
3,58,0.6918891219709868,0.4944085018159484,46.25,46.13503816668062,46.04498133156704,45.95842289940431,45.87277671411605,45.788522311297484
0,59,0.8146147115701864,0.49368447901204693,41.72,41.72,41.72,41.72,41.72,41.72
1,59,0.7185634982075463,0.4914317152618102,41.72,40.86019096200947,40.89324707401306,41.91404259636151,41.49865562964517,40.99610452385672
2,59,0.7066625821199107,0.49348428754626655,41.72,41.70038604736328,41.81841278076172,41.83966827392578,41.962928771972656,41.846736907958984
3,59,0.6918590497292759,0.4928280419773373,41.72,41.609741773749484,41.51708305658229,41.44366642197824,41.36729195268,41.294215018109
0,6201,0.811795493815605,0.4928032457535897,14.97,14.97,14.97,14.97,14.97,14.97
1,6201,0.7399435580272516,0.4913001471745387,14.97,14.498205272600714,14.570204855911346,14.52354437831232,14.353167672954978,14.446743450927784
2,6201,0.7464676905333072,0.4927855199906716,14.97,14.869843482971191,14.864117622375488,14.882243156433105,14.886608123779297,14.925572395324707
3,6201,0.6974120178881321,0.49276085509743445,14.97,14.870456641242857,14.773770614755104,14.703768416094228,14.667066840538693,14.653652518065263
0,6203,0.8032247910439689,0.4943100623617981,38.5,38.5,38.5,38.5,38.5,38.5
1,6203,0.7389022683597004,0.49219684200311087,38.5,37.946976831033744,37.819592127353864,37.70781578474984,38.42291438894862,38.21968549759785
2,6203,0.684257865762166,0.4941415866923982,38.5,38.66934585571289,38.66200256347656,38.540016174316406,38.49030685424805,38.46202850341797
3,6203,0.7076154372838142,0.4934681504621087,38.5,38.42898922955758,38.355143915998774,38.30713499682272,38.24978171913697,38.1955925962975
0,6204,0.8162315668519082,0.49452614049531896,54.05,54.05,54.05,54.05,54.05,54.05
1,6204,0.7283910967834,0.49273218205471736,54.05,53.26487656580973,53.87002844669557,53.30962439688792,53.339145923082384,53.43089359238987
2,6204,0.7025710295822509,0.49404389779930563,54.05,54.355224609375,54.41997146606445,54.53136444091797,54.42148208618164,54.34666061401367
3,6204,0.7206815895535978,0.49393740350708615,54.05,54.183973295241834,54.31296033790017,54.44335244931517,54.56906957157719,54.68823185263206
0,6208,0.8223313350510979,0.4938429629580742,48.14,48.14,48.14,48.14,48.14,48.14
1,6208,0.7110391096121417,0.49010887705400225,48.14,49.5034101286093,49.24872020901256,48.762754654771435,48.696201334860454,48.96186281155625
2,6208,0.6501189689627054,0.4923670309782095,48.14,47.78723907470703,47.73226547241211,47.74434280395508,47.72864532470703,47.724403381347656
3,6208,0.6942559935183659,0.49367459816952863,48.14,48.18502695719521,48.23227495201715,48.224692938030586,48.272291679172206,48.28525272242525
0,690,0.8582497097871414,0.4952497097871413,22.11,22.11,22.11,22.11,22.11,22.11
1,690,0.7602297556241179,0.49422975562411786,22.11,21.88567557347154,21.857591817783447,21.667643465261897,21.522720519892445,21.37960401770038
2,690,0.7628140671255808,0.4948140671255809,22.11,21.89373779296875,21.87822914123535,21.810331344604492,21.87891387939453,21.82744026184082
3,690,0.7319440897770775,0.4949440897770774,22.11,22.043534441087132,21.977501810106173,21.927411880075866,21.878395062464826,21.832191817200407
0,692,0.8415200102711381,0.4949291011802289,21.649999999999995,21.649999999999995,21.649999999999995,21.649999999999995,21.649999999999995,21.649999999999995
1,692,0.7442147826234309,0.4942147826234308,21.649999999999995,21.763926659095578,21.475505782892334,21.476531788218487,21.682889246468097,21.70965158953958
2,692,0.7673970926399434,0.49353345627630707,21.649999999999995,21.5648193359375,21.492982864379883,21.334875106811523,21.4361515045166,21.359176635742188
3,692,0.6971618347275809,0.49375274381849005,21.649999999999995,21.603394089545166,21.574566361418917,21.54011310183067,21.493200948415286,21.44246605727028
0,701,0.8027799167582592,0.4949674167582593,21.07,21.07,21.07,21.07,21.07,21.07
1,701,0.7383402563203756,0.4945902563203756,21.07,20.654144835518572,20.14028777575782,20.324954325418076,20.44891011677559,20.270372253388096
2,701,0.6730957012532542,0.49497070125325426,21.07,20.871164321899414,20.87412452697754,20.791486740112305,20.8670711517334,20.779672622680664
3,701,0.7803536111157818,0.49597861111578184,21.07,20.911361936274474,20.88683959548955,20.938566415505075,20.939988746255874,20.923216255145512
0,713,0.7891900108943044,0.49688231858661197,30.750000000000004,30.750000000000004,30.750000000000004,30.750000000000004,30.750000000000004,30.750000000000004
1,713,0.7273285086836291,0.4965592779143983,30.750000000000004,30.666998918105875,30.85599169288552,30.858469115689843,30.639756136118677,30.468872038994952
2,713,0.7467603946555521,0.49676039465555216,30.750000000000004,30.614646911621094,30.601070404052734,30.605514526367188,30.58911895751953,30.57143783569336
3,713,0.8125899117630857,0.49720529637847055,30.750000000000004,30.79439360486563,30.889042567054457,30.93385975697434,30.84948340466483,30.686209120281404
